Month,Year,Date,ETo _mm,Precip_mm,MaxT,MinT,AvgT
4,2012,2012-04-19,4.63,0,23,8.4,14.7
4,2012,2012-04-20,5.16,0,27.1,10.5,17.3
4,2012,2012-04-21,5.3,0,28.7,10.6,17.1
4,2012,2012-04-22,1.58,0.25,12.8,8.8,10.4
4,2012,2012-04-23,2.21,1.78,16.7,9.4,12.3
4,2012,2012-04-24,4.31,0,20,10.2,14.4
4,2012,2012-04-25,2.44,1.78,20.2,11,14.6
4,2012,2012-04-26,3.56,2.54,17.1,8.9,12.6
4,2012,2012-04-27,4.86,0,20.7,4.3,12.3
4,2012,2012-04-28,4.82,0,22.4,5.9,12.9
4,2012,2012-04-29,4.72,0,22.4,7.1,12.9
4,2012,2012-04-30,4.19,0,18.9,7.4,12.3
5,2012,2012-05-01,4.72,0,20.8,8,12.3
5,2012,2012-05-02,4.41,0,18.6,3.6,11
5,2012,2012-05-03,1.93,0.51,14.9,5.6,10.6
5,2012,2012-05-04,4.71,1.02,18.3,5.8,12.1
5,2012,2012-05-05,5.16,0,25.2,3.6,12.9
5,2012,2012-05-06,5.36,0,27.6,6,14.4
5,2012,2012-05-07,5.53,0,27.3,8,15
5,2012,2012-05-08,4.93,0,23.5,7.3,12.3
5,2012,2012-05-09,4.7,0,21.2,6.4,12.1
5,2012,2012-05-10,4.45,0,19.3,5.8,10.9
5,2012,2012-05-11,4.22,0,14.7,5.2,10
5,2012,2012-05-12,3.86,0,14.7,6.3,10.3
5,2012,2012-05-13,2.53,0,15.2,8.4,10.9
5,2012,2012-05-14,3.61,0,18.1,8.5,12.9
5,2012,2012-05-15,5.04,0,22,6,12.9
5,2012,2012-05-16,4.87,0,21.6,6.6,12.8
5,2012,2012-05-17,4.6,0,22.6,7.7,12.5
5,2012,2012-05-18,4.94,0,21,5,11.8
5,2012,2012-05-19,4.97,0,21.9,5.1,12.1
5,2012,2012-05-20,5.36,0,25.7,6.6,14.3
5,2012,2012-05-21,4.8,0,23.8,8.3,13.9
5,2012,2012-05-22,5.55,0,26.4,8.2,15.2
5,2012,2012-05-23,5.67,0,23.5,7.6,14.3
5,2012,2012-05-24,5.33,0,21.1,5.5,12.2
5,2012,2012-05-25,4.03,0,15.3,6.6,11.2
5,2012,2012-05-26,2.16,0,15.9,4.1,10.3
5,2012,2012-05-27,4.59,0,21.2,7.3,13.3
5,2012,2012-05-28,5.43,0.25,22.9,5.7,13.6
5,2012,2012-05-29,5.16,0,21.1,6,13
5,2012,2012-05-30,4.68,0,21.4,7,12.3
5,2012,2012-05-31,4.91,0,24.1,6.4,12.8
6,2012,2012-06-01,4.47,0.25,21.8,7.8,13.1
6,2012,2012-06-02,4.32,0,21.5,9.9,14.3
6,2012,2012-06-03,5.23,0,24.2,8.4,14.6
6,2012,2012-06-04,2.03,6.1,16,7.4,11.8
6,2012,2012-06-05,5.35,0,18.8,8.8,14.1
6,2012,2012-06-06,5.47,0,24.2,4.8,13.3
6,2012,2012-06-07,5.49,0,25,5.5,14.6
6,2012,2012-06-08,5.82,0,24.9,7.4,14.4
6,2012,2012-06-09,5.81,0,27.1,5.2,15.1
6,2012,2012-06-10,6.22,0,30.5,7.7,18
6,2012,2012-06-11,5.9,0,24.9,8.9,16.6
6,2012,2012-06-12,4.84,0,21.6,8,13.6
6,2012,2012-06-13,4.56,0,20.2,9.9,13.4
6,2012,2012-06-14,4.29,0,18.8,7.8,12.7
6,2012,2012-06-15,4.89,0,19.2,5.9,12.1
6,2012,2012-06-16,5.55,0,25.5,8.2,15.7
6,2012,2012-06-17,4.93,0,18.7,8.9,13.2
6,2012,2012-06-18,3.99,0,17.1,8.8,11.9
6,2012,2012-06-19,4.63,0,17.6,8.9,12.8
6,2012,2012-06-20,5.15,0,20.6,7,13.1
6,2012,2012-06-21,3.91,0,20.1,9.1,13
6,2012,2012-06-22,4.44,0,18.3,7.1,12.7
6,2012,2012-06-23,5.69,0,21.6,10.2,15.2
6,2012,2012-06-24,5.67,0,21.8,6.5,14.2
6,2012,2012-06-25,5.59,0,21.2,6,14.1
6,2012,2012-06-26,5.91,0,26.2,7.3,15.8
6,2012,2012-06-27,5.87,0,27.3,8,16.1
6,2012,2012-06-28,5.95,0,28.9,8,16.6
6,2012,2012-06-29,5.53,0,26.2,9.6,16.3
6,2012,2012-06-30,5.09,0,24.8,11.7,16.8
7,2012,2012-07-01,5.02,0,25.5,13.7,18.2
7,2012,2012-07-02,4.06,0,21.4,10.7,15.8
7,2012,2012-07-03,5.16,0,22.6,9.4,15
7,2012,2012-07-04,3.19,0,16.3,10.4,12.7
7,2012,2012-07-05,4.8,0,22.1,10.7,15.1
7,2012,2012-07-06,5.08,0,23,7.6,14.4
7,2012,2012-07-07,4.71,0,22.2,8.6,13.4
7,2012,2012-07-08,4.13,0,21.6,9.9,14
7,2012,2012-07-09,4.67,0,23.9,8.2,14.5
7,2012,2012-07-10,4.75,0,23.6,7.8,13.6
7,2012,2012-07-11,4.76,0,23.4,9.2,14
7,2012,2012-07-12,4.42,0,21.4,9.3,13.2
7,2012,2012-07-13,4.17,0,21.1,9.7,13.8
7,2012,2012-07-14,2.98,0,17.7,10.8,13.6
7,2012,2012-07-15,3.61,0,17.2,9.8,12.5
7,2012,2012-07-16,2.05,0,17.6,10.9,13.2
7,2012,2012-07-17,3.68,0,19.6,10.7,15
7,2012,2012-07-18,4.62,0,21.4,11.3,16
7,2012,2012-07-19,5.4,0,26.5,8.6,16.7
7,2012,2012-07-20,5.18,0,26,9,16
7,2012,2012-07-21,5.31,0,28.6,10.2,16.4
7,2012,2012-07-22,3.82,0,18.4,10.8,13.4
7,2012,2012-07-23,2.55,0,16.9,10.5,13.3
7,2012,2012-07-24,3.93,0,17.1,12.1,14.2
7,2012,2012-07-25,4.1,0,17.8,12.3,14.3
7,2012,2012-07-26,4.16,0,17.7,10.9,13.8
7,2012,2012-07-27,4.17,0,20.2,11.7,14.3
7,2012,2012-07-28,3.54,0,21.2,10.5,14
7,2012,2012-07-29,4.34,0,21,10.3,14.4
7,2012,2012-07-30,4.32,0,22.5,9.5,13.8
7,2012,2012-07-31,3.92,0,22.3,9.5,13.3
8,2012,2012-08-01,4.11,0,20.6,9.5,13.3
8,2012,2012-08-02,4.1,0,20.4,9.1,13.2
8,2012,2012-08-03,3.18,0,18.3,10.1,12.9
8,2012,2012-08-04,0.8,0,16.7,11.1,13.4
8,2012,2012-08-05,3.34,0,23.1,10.6,15.2
8,2012,2012-08-06,5.02,0,28.1,8.4,15.9
8,2012,2012-08-07,5.08,0,25.9,9.6,16.4
8,2012,2012-08-08,5.19,0,28.4,8.5,16.5
8,2012,2012-08-09,4.68,0,26.2,8.8,15
8,2012,2012-08-10,4.58,0,24.8,8.8,14.6
8,2012,2012-08-11,4.43,0,23.6,9.7,14.1
8,2012,2012-08-12,4.51,0,24.7,10.9,15.3
8,2012,2012-08-13,4.45,0,24,10.7,14.7
8,2012,2012-08-14,4.02,0,19.8,10.6,14.4
8,2012,2012-08-15,3.71,0,19.3,10.7,14.2
8,2012,2012-08-16,4.28,0,24.8,10,15.1
8,2012,2012-08-17,4.57,0,26.3,9.8,16.2
8,2012,2012-08-18,4.62,0,26.1,11.7,17.4
8,2012,2012-08-19,4.57,0,26,9,15.4
8,2012,2012-08-20,3.85,0,21.9,9.3,14
8,2012,2012-08-21,3.51,0,21.6,10.1,13.9
8,2012,2012-08-22,3.07,0,21,10.6,14.1
8,2012,2012-08-23,2.94,0,17.8,11,13.6
8,2012,2012-08-24,2.8,0,17.3,10.1,12.8
8,2012,2012-08-25,2.58,0,17.5,11.5,13.3
8,2012,2012-08-26,4.03,0,22.9,10.4,15.4
8,2012,2012-08-27,4.62,0,28.4,8.2,15.6
8,2012,2012-08-28,4.87,0,31.4,9.8,18.2
8,2012,2012-08-29,4.58,0,28.3,9.6,16.1
8,2012,2012-08-30,3.03,0,20.5,9.9,13.2
8,2012,2012-08-31,3.11,0,21.8,10.2,14.7
9,2012,2012-09-01,3.84,0,21.5,9.6,14.6
9,2012,2012-09-02,4.06,0,21.9,6,12.5
9,2012,2012-09-03,4.06,0,22.7,7.2,12.8
9,2012,2012-09-04,3.56,0,21.1,9.2,13.1
9,2012,2012-09-05,2.48,0,21.2,10.1,13.7
9,2012,2012-09-06,3.4,0,22.9,10.8,14.7
9,2012,2012-09-07,4.11,0,25.4,8.8,15.8
9,2012,2012-09-08,4.02,0,24.5,9.7,15.5
9,2012,2012-09-09,4.3,0,26.9,9,16.4
9,2012,2012-09-10,3.08,0,17.6,8,11.9
9,2012,2012-09-11,2.74,0,18.3,9.3,12.6
9,2012,2012-09-12,3.36,0,21.6,9.5,14.3
9,2012,2012-09-13,3.46,0,22.9,11,14.7
9,2012,2012-09-14,3.18,0,24.4,10.2,14.7
9,2012,2012-09-15,3.66,0,25.3,8.2,14.3
9,2012,2012-09-16,3.33,0,21.1,9.1,13.2
9,2012,2012-09-17,2.53,0,17,7.4,12.4
9,2012,2012-09-18,3.25,0,21.7,7.2,13.5
9,2012,2012-09-19,3.7,0,23.9,7.2,14.3
9,2012,2012-09-20,3.64,0,23.7,7.4,14.5
9,2012,2012-09-21,3.46,0,24.4,7.7,14.5
9,2012,2012-09-22,3.56,0,22.6,8.2,13.8
9,2012,2012-09-23,3.16,0,19,5.8,12.1
9,2012,2012-09-24,2.3,0,16.7,9.4,12.2
9,2012,2012-09-25,2.42,0,17.6,9.9,12.4
9,2012,2012-09-26,2.42,0,17.9,10.1,12.4
9,2012,2012-09-27,2.63,0,18.4,9.3,12.3
9,2012,2012-09-28,1.52,0,17.5,9.6,12.3
9,2012,2012-09-29,3.07,0,21.8,9,13.3
9,2012,2012-09-30,3.83,0,31.2,8.2,17.8
10,2012,2012-10-01,4.6,0,38.9,14.4,24.3
10,2012,2012-10-02,4.54,0,37.7,15,22.7
10,2012,2012-10-03,1.4,0,20.5,12.7,15.2
10,2012,2012-10-04,1.63,0,18,10.2,14.3
10,2012,2012-10-05,2.34,0,22,9.6,14.7
10,2012,2012-10-06,3.35,0,25,9.4,16.7
10,2012,2012-10-07,3.02,0,22.6,8,14.6
10,2012,2012-10-08,3.11,0,21.7,7.4,14.1
10,2012,2012-10-09,2.97,0,21.8,7.3,14.5
10,2012,2012-10-10,1.22,0,17.3,10.7,13.4
10,2012,2012-10-11,0.15,0,14.1,10.1,11.9
10,2012,2012-10-12,0.42,0,14.7,9.6,12
10,2012,2012-10-13,2.79,0,21,8.8,14.6
10,2012,2012-10-14,2.94,0,26.3,9.6,16.4
10,2012,2012-10-15,2.8,0,26.9,9.8,16.2
10,2012,2012-10-16,2.89,0,27.5,12.1,17.7
10,2012,2012-10-17,3.67,0,28.1,10.5,18.5
10,2012,2012-10-18,3.58,0,29.4,13.2,19.3
10,2012,2012-10-19,1.77,0,22.6,12.8,16.5
10,2012,2012-10-20,1.36,0,18.3,9.1,13.4
10,2012,2012-10-21,2.18,0,18.4,5.4,11.7
10,2012,2012-10-22,1.73,0,17.2,9.2,12.2
10,2012,2012-10-23,2.23,0,16.9,,11.8
10,2012,2012-10-24,1.63,2.79,17.3,5.3,11
10,2012,2012-10-25,1.44,0,21.2,10.8,14.5
10,2012,2012-10-26,2.7,0,23.3,9.6,15.1
10,2012,2012-10-27,2.57,0,25,9.2,16.2
10,2012,2012-10-28,2.58,0,26.3,10.1,16
10,2012,2012-10-29,2.32,0,24.5,7.7,13.3
10,2012,2012-10-30,1.74,0,22.2,7.5,11.9
10,2012,2012-10-31,0.43,0,15.3,9.4,12.2
11,2012,2012-11-01,0.61,5.59,18.3,10,13.4
11,2012,2012-11-02,1.83,0,19.9,6.4,12.3
11,2012,2012-11-03,2.42,0,23.9,7.8,15.4
11,2012,2012-11-04,2.61,0,28.3,10.8,18.4
11,2012,2012-11-05,2.87,0,32.2,11.7,20.8
11,2012,2012-11-06,2.78,0,29.3,11.4,18.1
11,2012,2012-11-07,0.91,0,16.3,8.4,11.4
11,2012,2012-11-08,1.23,2.79,15.4,4.3,9.9
11,2012,2012-11-09,1.39,2.03,13.6,3.4,7.3
11,2012,2012-11-10,1.88,0,15.2,2,7.8
11,2012,2012-11-11,1.88,0,15.7,1.5,8.1
11,2012,2012-11-12,2.02,0,19.5,2.8,10.3
11,2012,2012-11-13,2.39,0,23.6,4.8,13.6
11,2012,2012-11-14,2.15,0,25.2,8.8,14.8
11,2012,2012-11-15,1.78,0,17.8,7.2,11.9
11,2012,2012-11-16,0.2,11.18,15.3,9,12.3
11,2012,2012-11-17,0.82,26.42,16.4,11,13.1
11,2012,2012-11-18,1.66,8.64,16.2,8.1,11.2
11,2012,2012-11-19,1.49,0,17.3,5.6,10.8
11,2012,2012-11-20,0.19,1.27,15,9.1,12.3
11,2012,2012-11-21,1.35,30.99,19.2,8.3,13.4
11,2012,2012-11-22,1.72,0,19.3,4.8,11.5
11,2012,2012-11-23,1.93,0,24.8,5.4,13.9
11,2012,2012-11-24,1.82,0,23.9,7.1,13.8
11,2012,2012-11-25,1.64,0,19.2,5.3,11.2
11,2012,2012-11-26,1.24,0,15.1,4.5,10.1
11,2012,2012-11-27,0.76,0,16.3,9.4,11.9
11,2012,2012-11-28,0.69,10.92,16,10.6,12.7
11,2012,2012-11-29,0.02,3.56,14.8,9.7,12.6
11,2012,2012-11-30,0,48.26,14.9,11.7,12.8
12,2012,2012-12-01,0.39,21.59,14.7,11.7,12.8
12,2012,2012-12-02,0.37,27.94,15.7,8.2,12.3
12,2012,2012-12-03,1.4,0,15.5,5.3,10.3
12,2012,2012-12-04,0.74,0,14.9,8,11.2
12,2012,2012-12-05,0.27,18.54,14.8,11.3,12.8
12,2012,2012-12-06,1.03,0,15.7,6.3,11.5
12,2012,2012-12-07,1.49,0,18.3,4.6,9.3
12,2012,2012-12-08,1.51,0,17.3,3,9.3
12,2012,2012-12-09,1.79,0,19.5,7.4,12.9
12,2012,2012-12-10,1.63,0,20,6.2,11.7
12,2012,2012-12-11,1.5,0,17.6,4.2,10.1
12,2012,2012-12-12,1.2,3.56,13.7,3.2,8.7
12,2012,2012-12-13,1.24,0,13.3,0.6,5.8
12,2012,2012-12-14,0.7,0,12.3,0.8,5.7
12,2012,2012-12-15,0.1,4.32,7.6,0.4,4.7
12,2012,2012-12-16,0.43,2.03,12.3,5.9,9
12,2012,2012-12-17,0.28,18.8,12.1,4.6,9.9
12,2012,2012-12-18,1.38,0.25,11.7,1.4,5.9
12,2012,2012-12-19,1.34,0,12.6,-0.2,5.2
12,2012,2012-12-20,1.37,0,13.8,-1.1,5.5
12,2012,2012-12-21,0.27,10.67,12.4,4.7,8.5
12,2012,2012-12-22,0.29,23.37,12.2,8.8,10.7
12,2012,2012-12-23,0,55.12,12,7.2,9.6
12,2012,2012-12-24,1.19,0.25,13.7,3.6,7.8
12,2012,2012-12-25,0.15,26.67,9.5,3.4,6.3
12,2012,2012-12-26,0.58,5.59,10.8,3.8,6.8
12,2012,2012-12-27,1.33,0,13.6,3.1,6.8
12,2012,2012-12-28,0.45,2.29,11.2,1.2,5.2
12,2012,2012-12-29,0.54,6.6,11.2,2,6.2
12,2012,2012-12-30,1.2,0,12.8,0.3,5.1
12,2012,2012-12-31,1.28,0,11.5,-0.6,5.1
1,2013,2013-01-01,1.52,0,14.2,0.9,6.2
1,2013,2013-01-02,1.68,0,17.3,0.7,7.3
1,2013,2013-01-03,1.41,0,14.7,0.1,6.4
1,2013,2013-01-04,1.68,0,17.4,1.8,7.9
1,2013,2013-01-05,0.49,13.46,11.9,4.6,8.1
1,2013,2013-01-06,0.42,2.79,10.3,2.7,6.8
1,2013,2013-01-07,1.23,0,13.1,1.6,6.4
1,2013,2013-01-08,1.55,0,17,3.4,8.6
1,2013,2013-01-09,0.84,0.25,13.2,3.8,7.8
1,2013,2013-01-10,1.55,0.51,10.3,1.8,5.7
1,2013,2013-01-11,1.36,0,12,-0.7,5.1
1,2013,2013-01-12,1.55,0,9.6,0.5,5.4
1,2013,2013-01-13,1.51,0,11.3,-2.1,4
1,2013,2013-01-14,1.84,0,11.5,-0.2,4.9
1,2013,2013-01-15,1.61,0,12.3,-1.6,4.2
1,2013,2013-01-16,1.84,0,16.1,-0.2,7
1,2013,2013-01-17,2.21,0,22.9,2.6,11.1
1,2013,2013-01-18,2.25,0,22,4.8,11.6
1,2013,2013-01-19,2.25,0,22.2,5.2,12
1,2013,2013-01-20,2.42,0,23.6,3.3,12.6
1,2013,2013-01-21,2.37,0,24.3,4,11.8
1,2013,2013-01-22,2.31,0,20.8,4.1,11.4
1,2013,2013-01-23,0.85,1.02,14.2,8.8,11
1,2013,2013-01-24,0.2,5.33,12.6,9,10.6
1,2013,2013-01-25,1.92,0,20.8,9.5,13.6
1,2013,2013-01-26,1.99,0,14.6,4.8,10
1,2013,2013-01-27,1.82,0,14.7,3.4,7.9
1,2013,2013-01-28,1.83,0,14.9,1.8,8.2
1,2013,2013-01-29,1.64,0,14.2,2.8,7.9
1,2013,2013-01-30,2.05,0,18.8,3.2,9
1,2013,2013-01-31,2.24,0,19.6,7.3,14.3
2,2013,2013-02-01,2.18,0,21.6,4.5,9.8
2,2013,2013-02-02,1.22,0,14.9,4.4,8.2
2,2013,2013-02-03,1.29,0,14.3,4,8
2,2013,2013-02-04,1.92,0,16.7,2.1,7.7
2,2013,2013-02-05,1.33,0,13.4,4.4,8.1
2,2013,2013-02-06,2.1,0,15.3,1.7,7.7
2,2013,2013-02-07,1.12,0,12.4,2,6.6
2,2013,2013-02-08,1.27,0.51,11.9,1,5.8
2,2013,2013-02-09,2.16,0,13.2,-1,5.2
2,2013,2013-02-10,2.18,0,13.9,-0.4,5.9
2,2013,2013-02-11,2.33,0,14.1,0.3,6.6
2,2013,2013-02-12,2.4,0,14.5,2.3,7.6
2,2013,2013-02-13,2.44,0,17.2,1.2,7.9
2,2013,2013-02-14,2.79,0,22.1,2.7,11.3
2,2013,2013-02-15,3.25,0,24.8,6.2,14.6
2,2013,2013-02-16,2.88,0,23.1,7.6,14
2,2013,2013-02-17,2.15,0,14.7,3.2,8.1
2,2013,2013-02-18,0.69,0,10.4,3.5,6.9
2,2013,2013-02-19,0.77,7.62,8.6,0.4,5.1
2,2013,2013-02-20,2.62,0,15.2,-1,6.4
2,2013,2013-02-21,2.78,0,15.6,2.2,8.3
2,2013,2013-02-22,2.58,0,16.5,0.8,7.8
2,2013,2013-02-23,2.87,0,15.7,2.9,9.2
2,2013,2013-02-24,3.18,0,17.9,2,9.7
2,2013,2013-02-25,2.82,0,17.4,1,8.5
2,2013,2013-02-26,3.05,0,20.4,2.4,9.9
2,2013,2013-02-27,3.07,0,20.8,2.3,10
2,2013,2013-02-28,3,0,20.7,4.3,10.8
3,2013,2013-03-01,3.47,0,24.1,6.2,14
3,2013,2013-03-02,2.48,0,21,9,13.2
3,2013,2013-03-03,2.13,0,15.3,8.2,10.5
3,2013,2013-03-04,2.22,0,13.8,6.6,9.5
3,2013,2013-03-05,1.93,7.11,11.1,6,8.4
3,2013,2013-03-06,1.8,6.86,12.5,3.8,8.8
3,2013,2013-03-07,2.22,5.84,13.2,2.9,7.3
3,2013,2013-03-08,3.28,0.76,15.1,4.7,9.1
3,2013,2013-03-09,3.51,0,19.5,5.5,11.2
3,2013,2013-03-10,3.33,0,16.9,2.3,8.9
3,2013,2013-03-11,3.74,0,20.8,3,10.3
3,2013,2013-03-12,3.75,0,24.4,3.6,11.5
3,2013,2013-03-13,3.92,0,26.4,5.9,12.8
3,2013,2013-03-14,3.13,0,18.5,5.2,11.5
3,2013,2013-03-15,3.31,0,21.6,5.2,12.1
3,2013,2013-03-16,3.35,0,20.5,5.8,11.1
3,2013,2013-03-17,3.71,0,19.6,4.2,10.9
3,2013,2013-03-18,2.37,0,17,3.5,9.8
3,2013,2013-03-19,3.23,2.79,20.1,5.7,12
3,2013,2013-03-20,1.89,0.25,16.7,9.5,12.2
3,2013,2013-03-21,3.91,0,19.5,5.9,11.6
3,2013,2013-03-22,4.27,0,20.7,3.4,11.6
3,2013,2013-03-23,3.63,0,20.4,3.2,10.8
3,2013,2013-03-24,3.95,0,19.8,3.4,10.2
3,2013,2013-03-25,3.15,0,17.6,4.3,9.6
3,2013,2013-03-26,3.83,0,18.6,5,10.5
3,2013,2013-03-27,3.05,1.78,17.3,6.4,11.4
3,2013,2013-03-28,3.1,2.79,17.9,8,12.4
3,2013,2013-03-29,3.84,0,19.4,5.8,11.9
3,2013,2013-03-30,2.57,12.19,18.2,9.2,12.1
3,2013,2013-03-31,3.17,2.79,17.7,9.8,12.5
4,2013,2013-04-01,3.59,8.89,16.9,7.4,12.3
4,2013,2013-04-02,3.86,0,21,5.4,12.4
4,2013,2013-04-03,3.79,0,21.6,7.2,11.9
4,2013,2013-04-04,0.81,8.13,13.8,8.5,11
4,2013,2013-04-05,3.39,0,18.7,8.8,13.5
4,2013,2013-04-06,3.2,0,18.6,7,12
4,2013,2013-04-07,3.6,4.83,19.2,7.4,12.2
4,2013,2013-04-08,4.56,0.25,18.9,7.7,11.9
4,2013,2013-04-09,5.14,0,23.1,7.1,15.3
4,2013,2013-04-10,5.16,0,27.1,8.2,16.5
4,2013,2013-04-11,4.06,0,20.6,7,12.7
4,2013,2013-04-12,4.18,0,19.9,5.2,11.1
4,2013,2013-04-13,4.23,0,19.3,6.2,11
4,2013,2013-04-14,4.57,0,20.5,3.4,11
4,2013,2013-04-15,4.33,0,14.4,6.1,9.6
4,2013,2013-04-16,4.89,0,19.3,2,11
4,2013,2013-04-17,5.26,0,21,5.2,13.4
4,2013,2013-04-18,4.6,0,21.2,7.3,15
4,2013,2013-04-19,4.76,0,22,5.8,12.3
4,2013,2013-04-20,4.98,0,26.4,6.1,13.7
4,2013,2013-04-21,5.2,0.3,26.5,6.6,15.2
4,2013,2013-04-22,4.42,0,18.5,9.2,12.6
4,2013,2013-04-23,3.43,0,14.4,7.5,10.6
4,2013,2013-04-24,1.8,0,15.4,8.3,10.7
4,2013,2013-04-25,4.69,0,18.7,6.7,12.4
4,2013,2013-04-26,4.3,0,21.8,6.2,12.2
4,2013,2013-04-27,4.49,0,21.8,7.2,12.2
4,2013,2013-04-28,4.1,0,21.4,7.2,12.2
4,2013,2013-04-29,5.22,0,27,8.5,15
4,2013,2013-04-30,4.84,0,22.9,7.2,13.2
5,2013,2013-05-01,4.23,0,18.6,7.5,11.8
5,2013,2013-05-02,5.43,0.4,26.6,8.8,17
5,2013,2013-05-03,5.94,0,30.5,9.8,17.6
5,2013,2013-05-04,2.99,0.2,15.8,8.4,11.7
5,2013,2013-05-05,3.32,0,17.9,10.1,13.3
5,2013,2013-05-06,2.31,0,17.3,11,14
5,2013,2013-05-07,4.66,0,19.4,9.9,14.6
5,2013,2013-05-08,4.13,0,21.1,8.2,13.3
5,2013,2013-05-09,4.43,0,20.7,9.3,13.4
5,2013,2013-05-10,4.75,0,22,7.8,13.7
5,2013,2013-05-11,5.25,0,26.5,7.4,14.4
5,2013,2013-05-12,5.34,0,25.9,8.6,15.3
5,2013,2013-05-13,5.25,0,25.7,8.8,15.2
5,2013,2013-05-14,4.38,0,19.5,8.8,13.9
5,2013,2013-05-15,5.17,0,23.1,5.3,13.4
5,2013,2013-05-16,3.9,0.3,22,9.3,13.8
5,2013,2013-05-17,5.47,0,23.2,6.5,14.1
5,2013,2013-05-18,5.27,0,23.1,5.5,14.2
5,2013,2013-05-19,5.55,0,27.9,6.6,14.9
5,2013,2013-05-20,5.99,0,28.7,7.7,17.2
5,2013,2013-05-21,5.39,0,23.8,8.6,13.6
5,2013,2013-05-22,5.54,0,21.2,5.5,12.3
5,2013,2013-05-23,5.25,0,19.3,5.9,12.2
5,2013,2013-05-24,5.32,0,23.1,4,12.5
5,2013,2013-05-25,5.16,0,21.4,4.6,12.4
5,2013,2013-05-26,4.59,0,23.2,8.4,14.6
5,2013,2013-05-27,2.23,0,20.9,8.2,14
5,2013,2013-05-28,5.22,0.1,25.3,10.1,16.4
5,2013,2013-05-29,5.52,0,25.2,9.2,15.5
5,2013,2013-05-30,5.45,0,24,6,13.8
5,2013,2013-05-31,5.74,0.1,26.2,6.4,14.9
6,2013,2013-06-01,5.52,0,26.4,8.4,15.7
6,2013,2013-06-02,4.83,0,19.2,8.4,12.9
6,2013,2013-06-03,3.04,0,16.6,9.4,12.5
6,2013,2013-06-04,2.64,0,17.2,7.9,12.3
6,2013,2013-06-05,4,0.1,18.1,8.2,12.6
6,2013,2013-06-06,4.23,0,17.6,10.2,13.1
6,2013,2013-06-07,4.51,0.1,20,9.7,13.1
6,2013,2013-06-08,2.86,0.2,16.2,9.2,12.5
6,2013,2013-06-09,1.31,0.2,15.9,11.7,13.8
6,2013,2013-06-10,3.03,0,18.4,11.4,15.2
6,2013,2013-06-11,4.38,0,23.2,10.4,15.4
6,2013,2013-06-12,5.11,0,24.2,8,14.9
6,2013,2013-06-13,5.63,0,26.3,5.7,14.9
6,2013,2013-06-14,5.99,0,30,7.4,16.7
6,2013,2013-06-15,3.89,0.2,19.5,9.8,12.9
6,2013,2013-06-16,5.47,0,26.4,10.7,15.7
6,2013,2013-06-17,5.97,0.1,27.4,8.2,16.6
6,2013,2013-06-18,5.88,0,22.8,10.2,15.7
6,2013,2013-06-19,6.03,0.3,25.7,10.4,16.7
6,2013,2013-06-20,5.93,0,26.6,7.2,16
6,2013,2013-06-21,5.67,0,24.7,7.1,15.2
6,2013,2013-06-22,5.59,0.1,25.2,7.2,15.3
6,2013,2013-06-23,1.78,0,17.9,11.2,14.1
6,2013,2013-06-24,0.58,0.7,14.1,12.5,13.5
6,2013,2013-06-25,0.7,0.9,16.9,12.6,14.4
6,2013,2013-06-26,5.54,0.1,29.9,14.1,19.3
6,2013,2013-06-27,6.04,0,30.6,13.6,20
6,2013,2013-06-28,6.03,0,30.6,13.3,19.4
6,2013,2013-06-29,6.02,0,29,12.4,18.7
6,2013,2013-06-30,5.65,0,28.2,11,17.6
7,2013,2013-07-01,5.03,0,24.4,11,17.1
7,2013,2013-07-02,5.17,0,25.1,12.2,17.4
7,2013,2013-07-03,4.45,0,21.5,12.8,16.4
7,2013,2013-07-04,4.73,0,20.7,12.7,15.7
7,2013,2013-07-05,4.9,0,22.5,11.9,15.7
7,2013,2013-07-06,3.36,0,17.4,11.9,13.8
7,2013,2013-07-07,3.83,0,17.4,11.5,13.7
7,2013,2013-07-08,4.61,0,19.5,11.3,14.3
7,2013,2013-07-09,5.25,0,26.5,9.6,15.5
7,2013,2013-07-10,3.98,0.1,20.7,11.3,14.5
7,2013,2013-07-11,4.22,0,20,11.2,14.1
7,2013,2013-07-12,4.44,0,22.2,10.7,14.4
7,2013,2013-07-13,4.25,0,21.6,9.6,13.8
7,2013,2013-07-14,4.14,0,22.5,10.3,14.3
7,2013,2013-07-15,3.51,0,18.4,10.6,13.8
7,2013,2013-07-16,3.47,0.2,21.5,10.8,14.7
7,2013,2013-07-17,4.79,0,24.5,9,15.6
7,2013,2013-07-18,4.29,0,22.4,10.1,14.5
7,2013,2013-07-19,3.87,0,21.7,10.9,14.3
7,2013,2013-07-20,3.15,0.2,16.8,10.7,13
7,2013,2013-07-21,4.21,0,22,10.8,14.7
7,2013,2013-07-22,2.58,0.1,21.5,12.4,16.2
7,2013,2013-07-23,4.09,0,21.7,12.7,16.2
7,2013,2013-07-24,4.46,0,22.8,11.7,15.3
7,2013,2013-07-25,4.25,0,21.6,11.4,14.6
7,2013,2013-07-26,3.78,0,19.3,11.9,14.4
7,2013,2013-07-27,3.64,0.1,17.9,11.4,13.9
7,2013,2013-07-28,2.27,0.2,17,11.3,13.3
7,2013,2013-07-29,2.8,0,18,12.6,14.3
7,2013,2013-07-30,4.25,0,17.8,12.9,14.7
7,2013,2013-07-31,4.04,0,21.3,10,14.9
